PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,DailyDate
2jjYu,2rqr1k1/pp2bppp/2n2p2/3N4/Q2pP2P/3P1P2/PP2BP2/2R1K2R b K - 0 14,c6e5 a4e8 d8e8 d5e7 e8e7 c1c8 e7f8 c8f8,2547,89,93,771,crushing kingsideAttack middlegame veryLong,https://lichess.org/8rF9Il44/black#28,Reti_Opening Reti_Opening_Other_variations,
QtlKR,2kr4/p4pp1/2q1p3/2ppP3/6R1/NP3K2/P1Q2P1r/R7 w - - 0 23,g4g7 d5d4 c2e4 h2f2 f3f2 c6e4,1668,79,94,7238,crushing deflection discoveredAttack discoveredCheck exposedKing long middlegame,https://lichess.org/LyrYGAdH#45,,
YDXxi,5rk1/7p/p7/1p1b1q1p/3P4/1P2Q3/P2N4/K3R3 b - - 0 35,h5h4 e1g1 g8h8 g1f1 f5f1 d2f1 f8f1 a1b2,2478,77,92,2940,advantage defensiveMove endgame veryLong,https://lichess.org/OnS6wXu8/black#70,,
MpT97,6k1/5pp1/4p2p/4N3/3P4/4PKP1/5P1P/4n3 w - - 6 41,f3e4 f7f5 e4f4 g7g5,1361,76,97,7039,endgame knightEndgame mate mateIn2 short,https://lichess.org/OWSTUBsb#81,,
5dqn4,r4qkr/3b1pb1/pp1p1n1p/2pPpPB1/2P1P1P1/P1N2KPR/1P4BQ/7R b - - 0 26,h6g5 h3h8 g7h8 h2h8,614,82,100,212,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/J3niu5n9/black#52,,
HzWTT,7r/pp5r/2p1b3/5k2/3R2p1/1P4P1/P1P2P1P/4R1K1 b - - 0 29,h7h2 d4f4 f5g5 e1e5,1465,76,93,829,advantage endgame short,https://lichess.org/PPmYHnyb/black#58,,
mMKLC,8/1k6/1Pp3p1/p2pQ1N1/P2Pn1P1/1P5P/5qPK/8 b - - 2 43,e4g5 e5c7 b7a6 c7a7,1380,78,97,24747,endgame master mate mateIn2 short,https://lichess.org/1CX8ip78/black#86,,
zCY2P,8/8/3k4/2p5/4RK2/pr2PN2/8/8 w - - 2 57,e4a4 b3b4 a4b4 c5b4 f3d2 a3a2 d2b3 d6d5,2075,79,89,1152,advancedPawn crushing defensiveMove endgame veryLong,https://lichess.org/lEA979gb#113,,
QpfGZ,6k1/1b3ppp/1p2p3/p1r3P1/4qP2/PP2P3/5Q1P/2R1R1K1 w - - 2 30,f2g3 c5c1 e1c1 e4h1 g1f2 h1c1,1866,75,93,672,crushing endgame long master skewer,https://lichess.org/t2eSDI7q#59,,
I891A,8/8/6pp/6k1/1PR3P1/1r2P2K/8/8 w - - 1 38,c4f4 b3e3 h3g2 g5f4,1005,80,100,134,crushing endgame rookEndgame short,https://lichess.org/TLlbT8hT#75,,
tsYrD,4r1k1/ppp2ppp/3p4/3P4/2P2NB1/8/q2B4/2RK3R w - - 0 23,g4f5 a2b3 c1c2 b3f3 d1c1 f3h1,1686,75,89,897,crushing exposedKing fork long middlegame,https://lichess.org/spAEyvYP#45,,
ga5vv,8/8/7p/5PkP/4p1P1/3p1nK1/3R4/8 w - - 4 55,d2f2 d3d2 f2d2 f3d2,1182,79,95,9645,advancedPawn crushing endgame short,https://lichess.org/XIkJUyUA#109,,
XkM8q,1rb1R3/pp3k2/2n2p2/3p2q1/3P1N1P/4Q3/PP3PP1/6K1 b - - 0 22,g5h4 e8f8 f7f8 f4g6 f8f7 g6h4,2049,79,92,2202,attraction crushing fork long middlegame sacrifice,https://lichess.org/N1zNI5qp/black#44,,
soNjo,4B3/8/1k5p/pb1p2pP/3P2P1/P4K2/8/8 w - - 27 63,e8f7 b5c6 f7g6 b6b5 g6c2 b5c4,2081,76,87,575,bishopEndgame crushing endgame long master quietMove,https://lichess.org/9LqzaALY#125,,
d8Nns,8/8/8/7k/1pq3Pp/4B3/1P1R1KP1/8 b - - 0 58,h5g4 d2d4 c4d4 e3d4,572,104,91,563,endgame master,https://lichess.org/hLoU0EiG/black#116,,
CBB83,8/2p3Q1/p4R1p/3Pp1pk/6r1/4P1P1/Pr3K1P/8 w - - 11 38,f2f3 e5e4,1165,76,100,863,endgame mate mateIn1 oneMove queenRookEndgame,https://lichess.org/f0yHnUnM#75,,
MaJzd,8/p4r1k/R4b1p/5PPK/P7/8/8/8 b - - 0 59,h7g7 g5f6 f7f6 a6a7,1905,77,93,4444,advantage endgame master short,https://lichess.org/S6hYJZzv/black#118,,
Bu4zU,6rk/4R2p/6p1/3p2N1/4p3/3n3P/6PK/8 b - - 9 43,h7h5 e7h7,1126,77,81,133,endgame mate mateIn1 oneMove,https://lichess.org/xiGVgEiK/black#86,,
L2DbB,r4k1r/pp1R1ppp/2p5/6B1/3P4/2P1Q2P/q1P2P2/2K5 b - - 0 21,a8e8 e3e8 f8e8 d7d8,1749,75,95,8888,endgame mate mateIn2 operaMate sacrifice short,https://lichess.org/KUuDLrvm/black#42,,
lriTE,7r/pp1q1pk1/6p1/3npP2/7p/7P/PP1Q1PR1/6RK w - - 1 26,f5g6 d7h3 g2h2 h3f3 g1g2 h4h3 h1g1 d5f4,2518,138,49,19,crushing endgame exposedKing veryLong,https://lichess.org/3tt8inEw#51,,
jxiN5,1k5r/pPp2ppp/3b3q/BP6/P1Q1p3/3r4/5PPP/R4RK1 w - - 0 23,h2h3 d3h3 g2h3 h6g5 g1h1 g5f4,2744,87,93,676,advantage kingsideAttack long middlegame sacrifice,https://lichess.org/gc9XfJrh#45,,
MP4DI,8/5p2/4kP2/4P1Kp/p5b1/P1B5/8/8 w - - 14 66,g5h6 h5h4 c3e1 h4h3 e1g3 e6d5 e5e6 g4e6,2123,82,90,1009,bishopEndgame crushing endgame quietMove veryLong,https://lichess.org/oaIO8S2s#131,,
nqOBR,4rrk1/1bq3pp/p2bp3/4np2/PpPN1n2/3B1P2/NP1Q2PP/2R2RBK w - - 2 20,d2f4 e5d3 f4d2 d3c1,1126,77,98,4434,advantage fork hangingPiece middlegame short,https://lichess.org/EAzXn61j#39,,
aXkSc,4rr2/p6p/1p4bk/1Q6/2P1ppq1/2B5/PR3PB1/3R2K1 w - - 2 31,d1d7 f8f5 c3g7 h6h5,2400,79,91,921,advantage middlegame short,https://lichess.org/cJqc7X9u#61,,
nkmKI,3Q4/6pk/1P6/3pB2p/P2Pp1n1/4P2K/8/4q3 w - - 0 38,d8f8 e1h1 e5h2 h1h2,1909,79,83,696,endgame mate mateIn2 short,https://lichess.org/j3O5G14l#75,,
Y4F8w,1q4k1/5pp1/3P2n1/1p3N1p/3Q4/6PP/7K/8 b - - 0 37,g6f8 d4g7,832,88,81,133,endgame master mate mateIn1 oneMove,https://lichess.org/d1XutECc/black#74,,
UrxfG,r7/pp1bq1kp/3p1np1/2pP4/3QP3/2N4P/PPP5/R4RK1 w - - 0 23,d4f2 d7h3 f2f6 e7f6 f1f6 g7f6,1534,75,87,961,advantage long middlegame,https://lichess.org/xUevhy4K#45,,
IhQiI,8/8/8/1pkp2p1/p5Pp/P1PK3P/1P6/8 w - - 6 39,d3e3 c5c4 e3d2 d5d4 d2c2 d4d3 c2d2 c4b3 d2d3 b3b2,2178,75,95,3358,crushing endgame exposedKing pawnEndgame veryLong,https://lichess.org/NaiHLZTx#77,,
BnAfg,2r5/6Q1/3kbp2/pq1p3P/3P1p2/PPp2P2/5P2/1BK3R1 w - - 1 35,b1c2 c8g8 g7g8 e6g8,1842,75,96,4196,crushing endgame short,https://lichess.org/eDMxUMKq#69,,
hSRfs,4r1k1/p4pp1/2Q4p/8/8/P1P1P3/r1q2PPP/R4R1K b - - 0 31,a2a1 c6e8 g8h7 f1a1,1228,74,100,324,crushing endgame hangingPiece intermezzo short,https://lichess.org/XEkgtGCx/black#62,,
g5hd1,5r1k/1p4p1/7p/N3p2P/P4r2/3P4/2P2bP1/1R3R1K w - - 2 27,a5b7 f4h4,1199,129,54,16,endgame mate mateIn1 oneMove pillsburysMate,https://lichess.org/fqzr4UUZ#53,,
7kcZe,1rb2rk1/2q2ppp/p2Rp3/2n3P1/4PP2/Q7/1PP3BP/1NKR4 w - - 1 20,e4e5 c5b3 a3b3 b8b3,1527,77,89,2214,crushing master middlegame pin queensideAttack short,https://lichess.org/HoMWGWaw#39,,
40wrW,r2r2k1/1p1bqppp/p1n1pn2/2b3N1/P1N5/1P4P1/1BQ1PPBP/R4RK1 b - - 4 14,h7h6 b2f6 h6g5 f6e7,1291,77,92,3607,crushing master middlegame short,https://lichess.org/Qfbl8YqD/black#28,Catalan_Opening Catalan_Opening_Closed,
9LTQy,r1bq1k1r/ppppb1p1/2n4p/6BQ/4R3/2p2N2/PP3PPP/RN4K1 b - - 5 12,e7g5 f3g5 h6g5 h5h8,1271,76,89,92,advantage middlegame short,https://lichess.org/FABBDmkE/black#24,Italian_Game Italian_Game_Anti-Fried_Liver_Defense,
D1yLu,4R3/1kp2p2/1p6/q3N2p/3P3P/p1P3P1/PP6/1K6 b - - 1 36,a3b2 e8b8 b7b8 e5c6 b8c8 c6a5,1498,77,93,6013,attraction crushing endgame fork long sacrifice,https://lichess.org/Ai6F3kev/black#72,,
rV7Ex,6k1/5pp1/1p1p1q1N/p7/1r1PB1Q1/4P1P1/5PKP/8 b - - 0 29,f6h6 g4c8,994,86,82,41,endgame master mate mateIn1 oneMove,https://lichess.org/pEFTosm4/black#58,,
DdudY,r4r1k/pppbn1bP/3p2q1/3Pp1N1/4P3/2N3P1/PPPQ1P2/2KR3R b - - 2 16,g7h6 h1h6 g6h6 g5f7 f8f7 d2h6,1555,76,89,663,advantage attraction discoveredAttack exposedKing kingsideAttack long middlegame sacrifice,https://lichess.org/MQtY7RcH/black#32,Modern_Defense Modern_Defense_Other_variations,
w14M6,4Q3/3Bppk1/3p4/3Pb2p/4Pqp1/5P1K/6PP/6B1 w - - 0 35,f3g4 h5g4 d7g4 f4h6 g4h5 h6h5,1570,75,100,783,endgame long mate mateIn3,https://lichess.org/5rxxPGGu#69,,
a0aPL,6r1/1p3p1k/3p1P2/pP2pN1p/P1PpP1r1/3P1N1p/3R1Pn1/6RK w - - 3 37,f3h4 g2h4 g1g4 g8g4 f5h4 g4h4,1655,78,81,75,advantage long middlegame,https://lichess.org/huerkQDa#73,,
or0GN,8/8/6p1/8/6Pk/3r4/6R1/6K1 w - - 5 41,g1f2 d3d2 f2f3 d2g2 f3g2 h4g4,1205,99,86,18,crushing endgame long rookEndgame,https://lichess.org/7mqzloIS#81,,
5PpUC,8/8/5pk1/7R/4K1P1/8/8/6r1 w - - 4 63,h5f5 g1g4 f5f4 g6g5 f4g4 g5g4,2257,78,85,325,crushing endgame long master rookEndgame,https://lichess.org/p0bFIsVp#125,,
WolrW,4bQk1/np2b2r/p3N1pp/3pP2P/1P1N1R2/P5P1/qB3P2/4K3 b - - 1 29,e7f8 f4f8,566,100,88,340,kingsideAttack master mate mateIn1 middlegame oneMove,https://lichess.org/80rw1RFT/black#58,,
WY1rb,6k1/r1p1bppp/5n2/4p1B1/1qNnP1B1/3P2Q1/1P4PP/5RK1 w - - 5 20,g3e5 f6g4 e5d4 e7c5 g5e3 c5d4,2193,80,76,54,crushing long middlegame pin,https://lichess.org/jVWwrfkY#39,,
ooHak,6R1/7p/1K1p4/2p5/8/7k/2P3p1/8 w - - 0 56,b6c6 h7h5 c6d5 h5h4 d5e4 h3h2,2351,78,64,110,crushing defensiveMove endgame long quietMove rookEndgame,https://lichess.org/rpYmbOMY#111,,
dv13Z,2r2rk1/p1q2ppp/bp1bpn2/8/3P1n2/P4N2/1P1N1PPP/RBBQR1K1 b - - 10 16,c7c1 b1h7 f6h7 a1c1,1684,299,82,14,advantage discoveredAttack middlegame short,https://lichess.org/gL49j3bk/black#32,French_Defense French_Defense_Steinitz_Attack,
j7atF,r2q1rkR/pppn1p2/3pbbp1/8/3QPB2/2NB4/PPP2PP1/2K4R b - - 1 14,f6h8 d4h8,735,134,94,82,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/DasusMNU/black#28,Scotch_Game Scotch_Game_Lolli_Variation,
LRTKb,3r2r1/p2n1p1k/1pb1p2b/3pP2N/5P1q/2N1B3/PPP2Q2/1K1R2R1 b - - 0 24,h4h5 g1h1 h5h1 d1h1 d5d4 h1h6,2019,75,88,76,advantage long middlegame,https://lichess.org/DMy4L4Q4/black#48,,
lAvnY,8/8/8/2kp1p2/5P1p/2K1P2P/8/8 b - - 9 50,c5d6 c3d4 d6e6 d4c5,1183,82,94,842,crushing endgame pawnEndgame short zugzwang,https://lichess.org/aaoHzuQ0/black#100,,
0yobB,r3k2r/pp3pp1/3p3p/2p1p3/4nP1q/3P3P/PPP3B1/R1BQK1R1 w Qkq - 0 16,e1e2 h4f2,1017,95,83,32,mate mateIn1 middlegame oneMove swallowstailMate,https://lichess.org/Vl6GcjJX#31,Sicilian_Defense Sicilian_Defense_Closed,
vzxvd,1r2r1k1/5ppp/5qb1/2bp4/3N4/1PPQ1N1P/P4PP1/2R1R1K1 w - - 5 23,d3b5 e8e1 c1e1 b8b5,1840,77,94,17591,crushing middlegame short,https://lichess.org/9Mp7TYrl#45,,
zRIgp,8/1p2r2p/p7/6pk/6q1/P2Q4/KPP4P/8 b - - 1 39,e7e1 d3h7,745,77,100,355,endgame mate mateIn1 oneMove,https://lichess.org/uSLTxx76/black#78,,
9lOVv,4r3/3R3p/p4kp1/1p3p2/3Q1Pnq/2P5/PP4P1/6K1 b - - 3 30,g4e5 d4d6 e8e6 d6f8 e5f7 f8f7,2156,82,92,6475,endgame epauletteMate long mate mateIn3,https://lichess.org/UN7jLv2f/black#60,,
w7aVY,8/p5R1/1kp5/3pP3/3P3q/1N2n3/PP6/1KR5 w - - 2 35,g7g6 h4e4 b1a1 e4g6,1132,81,95,4727,crushing endgame fork short,https://lichess.org/EiINZP4E#69,,
jn59P,5r1k/pR4pp/7q/4P3/3Ppr2/P7/4Q1PP/R5K1 w - - 2 28,b7a7 e4e3 a1e1 f4f2 a7a8 f8a8,2494,78,90,101,advantage endgame long,https://lichess.org/NgZw3sTQ#55,,
MkaNo,rnb3k1/1p3pp1/p3p2p/5N2/2B5/4P3/P4PPP/3R2K1 b - - 0 19,e6f5 d1d8 g8h7 d8c8,1140,83,94,574,advantage endgame fork short,https://lichess.org/q1LpiHTn/black#38,,
seWbz,r2qk1nr/1ppb2p1/p1n1pp1p/1B1p4/3P4/2P1PNP1/PP1N1PP1/R2QK2R w KQkq - 0 10,d1c2 a6b5 c2g6 e8f8,1692,75,85,268,advantage hangingPiece middlegame short,https://lichess.org/2buEl6C8#19,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System,
T0Ar9,3k1r2/2p5/2Bp3p/P7/1K6/8/r7/4R3 b - - 5 43,f8f4 b4b3 f4f8 b3a2,1905,75,92,418,advantage defensiveMove endgame short,https://lichess.org/7wbE7H2h/black#86,,
9VZrq,r2r2k1/5pp1/2p5/p2p1P2/3Qp1pq/2P5/2P3R1/3K2R1 b - - 1 26,f7f6 g2g4 h4h6 g4g6 h6h5 d1c1,1968,75,88,121,advantage defensiveMove endgame long,https://lichess.org/gO6kSAn0/black#52,,
P1RDk,5rk1/p1p2ppp/8/3N4/4P1n1/5q2/PQ3PRP/7K b - - 3 26,g7g6 d5e7,1106,100,100,69,endgame mate mateIn1 oneMove,https://lichess.org/0TFtziv6/black#52,,
b56vU,6r1/3kbp1p/2r5/3pP3/3B4/2P2R1K/7P/R7 w - - 1 33,f3f7 c6h6,888,77,88,118,endgame mate mateIn1 oneMove,https://lichess.org/EOxLNCcc#65,,
DUIC5,r3k2r/4np1p/p3p1p1/2Npq3/1n4Q1/1P5P/2B2PP1/2RR2K1 b kq - 3 21,b4c2 g4a4 e8f8 c5d7 f8g7 d7e5,1662,111,88,24,crushing fork long middlegame,https://lichess.org/gZ5n07Gx/black#42,,
chNW5,r4rk1/p1q1ppbp/2b3p1/4p3/5n2/1BN1Q3/PPP2PPP/R1B2RK1 w - - 11 16,g2g3 f4h3,1225,76,98,407,mate mateIn1 middlegame oneMove,https://lichess.org/nwrcCzjE#31,Sicilian_Defense Sicilian_Defense_Accelerated_Dragon,
0H9Rw,8/8/4pk1p/2p3p1/p1p1KPP1/P1P4P/1P6/8 w - - 0 39,f4f5 e6f5 g4f5 h6h5,1284,84,93,2017,crushing defensiveMove endgame pawnEndgame short,https://lichess.org/Ithd3hHp#77,,
zYbbm,r2qk2r/ppp1bppp/2n5/2np2B1/3N4/2NP4/PPP1QPPP/R3K2R b KQkq - 2 11,e8g8 d4c6 b7c6 g5e7,1556,75,89,90,crushing middlegame short,https://lichess.org/Asg59Rdh/black#22,Russian_Game Russian_Game_French_Attack,
zLmYW,R7/8/5pk1/6p1/6P1/5P1P/p4K2/r7 w - - 0 58,a8a3 a1h1 a3a2 h1h2 f2e3 h2a2,1639,75,100,243,crushing endgame long rookEndgame skewer,https://lichess.org/I03rCIoz#115,,
MSXnS,rnbq1rk1/pp1p1ppp/8/b1p1P3/8/2PQ1N2/P2BBPPP/R3K2R b KQ - 4 11,b8c6 f3g5 g7g6 d3h3 h7h5 e2h5,1968,75,83,153,advantage clearance long middlegame,https://lichess.org/rVI1gFh3/black#22,Russian_Game Russian_Game_Three_Knights_Game,
gh9LV,r3r3/ppp2pkp/2nqbN2/6p1/3PPP2/1PP3P1/PQ4BP/5RK1 b - - 0 19,g7f6 e4e5 f6g7 e5d6,842,85,86,185,crushing fork middlegame short,https://lichess.org/YPbBvj3Z/black#38,Nimzo-Larsen_Attack Nimzo-Larsen_Attack_Classical_Variation,
FEddW,6k1/p3r2p/2R1N3/5P1K/4p1PP/r7/8/8 b - - 1 39,e4e3 c6c8 e7e8 c8e8,1143,82,71,68,crushing endgame short,https://lichess.org/D4Dx3lPG/black#78,,
hIlh2,r3r3/pp1k1ppp/3b3q/3Q4/8/4R3/PP1K1PP1/R7 b - - 6 24,a8b8 d5b5 d7d8 b5e8,2027,76,88,761,crushing middlegame short,https://lichess.org/ggAIzIxK/black#48,,
94PA6,8/7p/6p1/5kP1/r4P1P/5K2/8/5R2 w - - 1 35,h4h5 a4f4 f3g2 f4f1 g2f1 f5g5 h5g6 h7g6,1985,81,92,485,crushing endgame rookEndgame veryLong,https://lichess.org/wKdBNbBk#69,,
rJmny,r2q1r1k/bp3ppp/p4n2/P3n3/1P2p3/1BP4P/5PQP/RNB3RK b - - 5 17,e5f3 g2g7,901,80,84,155,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/mTSSCG5u/black#34,Bishops_Opening Bishops_Opening_Berlin_Defense,
PRnR6,8/N2b4/7p/6p1/8/2bkBPPP/5K2/8 w - - 1 50,g3g4 c3e1 f2e1 d3e3 e1f1 e3f3,1651,75,85,213,endgame master,https://lichess.org/cbs0EhKS#99,,
sTnSE,2B5/8/R3p3/3bkp2/4n1p1/6P1/4PK2/8 w - - 13 60,f2g2 e4d6 g2f2 d6c8,2201,78,79,87,crushing discoveredAttack discoveredCheck endgame master short,https://lichess.org/Ciiix6n1#119,,
hIejH,1Q2nk1r/1p1R1pp1/p3b3/6B1/P1q1R2P/2p5/1P3P2/6K1 b - - 0 25,c4e4 b8e8 f8e8 d7d8,1881,137,68,40,attraction mate mateIn2 middlegame operaMate sacrifice short,https://lichess.org/GaVROBXD/black#50,,
pvIdU,4r3/4r3/p1p1p3/3p2kp/3P4/PPPK2R1/4RP2/8 b - - 1 29,g5f4 e2e3 h5h4 e3f3,1681,74,96,1358,endgame mate mateIn2 rookEndgame short,https://lichess.org/cd9GZtnq/black#58,,
GxDjQ,7k/pp2Q2p/5p2/8/3q4/7r/P4Pr1/2RR2K1 w - - 0 31,g1g2 d4g4 g2f1 h3h1,1004,79,92,377,endgame mate mateIn2 short,https://lichess.org/KwW44tol#61,,
D1xFa,2b3k1/4qrb1/p3p1QR/1p1pPr2/5P2/2N3R1/PP4PP/6K1 b - - 6 29,g8f8 h6h8 g7h8 g6g8,1288,75,60,179,mate mateIn2 middlegame sacrifice short,https://lichess.org/LH0mtdb3/black#58,,
VtJHq,1r3rk1/1b3ppp/p1npq3/1p1Np2P/4P3/3B1NQ1/PPP3P1/1K5R b - - 0 19,c6a5 h5h6 g7g6 f3g5 b7d5 g5e6,1843,76,88,318,advantage long middlegame,https://lichess.org/YBHWshtk/black#38,Sicilian_Defense Sicilian_Defense_Najdorf_Variation,
DmEgB,8/5k1p/b3N1p1/3PQ3/1pP1P3/4bN2/6PP/1q5K w - - 6 39,f3g1 b1g1,508,90,100,144,endgame master mate mateIn1 oneMove,https://lichess.org/qwfvZ9eg#77,,
jzoDb,r1bqk2r/pp1p1pp1/2n2n1p/4p3/2B1P3/P1P2N2/2P2PPP/R1BQK2R b KQkq - 0 9,f6e4 d1d5 e8g8 d5e4,1628,77,92,2309,advantage opening short,https://lichess.org/dYwrHlFF/black#18,Sicilian_Defense Sicilian_Defense_Lowenthal_Variation,
jEAg1,2kr3r/pbpnb2p/1pq3p1/5p2/2PNp3/2NPB3/PP2QPPP/R4RK1 b - - 1 17,e4d3 d4c6 d3e2 c6e7,1664,74,83,127,crushing middlegame queensideAttack short,https://lichess.org/QRlQYJNw/black#34,Owen_Defense Owen_Defense_Other_variations,
033VR,6k1/p4pp1/2p5/8/PPQ4p/5r1q/3r2P1/3B2RK w - - 0 34,g2h3 f3h3,913,79,100,111,endgame mate mateIn1 oneMove,https://lichess.org/eu8A0mk7#67,,
p4KJ0,6k1/6p1/7p/3Prp2/2pq4/7P/2Q3P1/4R2K w - - 0 36,e1e5 d4a1 e5e1 a1e1,1950,78,92,1783,advantage endgame fork master short,https://lichess.org/rMaU3WVW#71,,
RdRsr,4qk2/1RR2pr1/4PQ2/3pK1p1/3P4/4r1P1/7P/8 w - - 2 39,e5d6 e3e6 f6e6 e8e6,1494,76,94,2926,crushing endgame fork short,https://lichess.org/JltNGuMV#77,,
ffouf,8/8/5Q1k/p7/6r1/P5qN/1P4P1/7K b - - 2 42,g4g6 f6h8,1307,80,94,5324,endgame master mate mateIn1 oneMove,https://lichess.org/IrzJVAoO/black#84,,
1f3Fm,7k/ppp4p/6nq/4Np2/3Pr1p1/2P3R1/PP5P/3Q2K1 b - - 2 38,g6h4 e5f7 h8g7 f7h6,849,80,100,182,crushing endgame fork master short,https://lichess.org/WUeif9N7/black#76,,
9XFVS,1rr3k1/4Rppp/1q6/p2p4/3P1R2/1Pp5/2Q2PPP/6K1 b - - 4 32,b8b7 c2f5 b6e6 e7e6,2246,76,96,1162,crushing endgame master short,https://lichess.org/igFyX0Iw/black#64,,
Ux9Hp,8/1k6/1p6/p1nQ4/P5r1/8/4K3/8 b - - 5 68,b7a6 d5a8,834,78,100,96,endgame mate mateIn1 oneMove,https://lichess.org/bp7if8q7/black#136,,
QDmXM,2kr3r/B1p2ppp/2Q1p3/3n4/3N4/3q2P1/PP3P1P/R3K2R w KQ - 0 16,d4e6 d3e4 a7e3 e4h1 e1e2 d5f4,2552,98,91,850,crushing fork long middlegame,https://lichess.org/M8wvMuXO#31,Scandinavian_Defense Scandinavian_Defense_Mieses-Kotroc_Variation,
KQ2f8,r4rk1/p4p1p/1p4pP/2pB4/3pN1P1/5b2/PP1K1P2/4R3 b - - 3 26,a8d8 e4f6 g8h8 d5f3,1094,78,79,183,advantage discoveredAttack endgame short,https://lichess.org/tQ9kKknS/black#52,,
4wCJc,4rrk1/5pp1/p1pp4/1p6/3pP1bq/P2P4/BP1K2Q1/R2N1R2 w - - 4 26,d1f2 h4g5 d2c2 g4d1 a1d1 g5g2,1479,75,93,1017,advantage discoveredAttack long middlegame,https://lichess.org/HxZraGhd#51,,
KXZAK,8/r5k1/3N2p1/2P1Kp1p/8/4P1P1/8/8 b - - 0 47,a7c7 d6e8 g7h6 e8c7,1239,199,100,11,endgame master masterVsMaster,https://lichess.org/xWgaka8E/black#94,,
mNFp7,3r4/5pkp/pp1N2p1/2pQ2P1/P1Pn1q2/4r3/5PB1/3R2K1 w - - 0 30,f2e3 d4e2 g1h1 f4h4 g2h3 h4h3,1800,76,86,242,exposedKing long mate mateIn3 middlegame,https://lichess.org/poI5TNU6#59,,
6hxzp,rnbqkr2/pp3ppp/2pbp3/3pN3/3PnBP1/2PBP3/PP3P1P/RN1QK2R w KQq - 1 9,f2f3 d8h4 f4g3 e4g3,1103,85,90,782,crushing opening short,https://lichess.org/QJHkXBEt#17,Queens_Pawn_Game Queens_Pawn_Game_London_System,
7IXds,6k1/1p3pp1/2p1qn1p/Q7/3P4/2P5/PP3PPP/4N1K1 w - - 1 26,g1f1 e6c4 f1g1 c4e2 a5e5 f6e4,2042,77,65,47,advantage endgame long,https://lichess.org/LmstOylC#51,,
fS9KI,8/ppQ3pk/3p3p/8/3n4/P6P/4qPbB/5RK1 w - - 0 31,g1g2 e2f3 g2g1 d4e2,1066,76,99,896,endgame mate mateIn2 short,https://lichess.org/q5YumCVL#61,,
5tiQQ,r3r1k1/pp1q1pbp/5np1/2p1Bb2/2N5/1P1P2PP/P1P2PB1/R2QR1K1 w - - 3 17,c4d6 e8e5 e1e5 d7d6,1294,79,86,455,advantage capturingDefender middlegame short,https://lichess.org/xiUNyJId#33,Kings_Indian_Attack Kings_Indian_Attack_Wahls_Defense,
jQWeO,6k1/3q2r1/8/4Q3/pp6/7P/5PPK/4R3 w - - 0 39,e5c5 d7c7 c5c7 g7c7 e1e4 c7b7,1997,75,92,1295,advantage defensiveMove endgame long,https://lichess.org/368XhkY2#77,,
AiiuY,2r3k1/5b1p/2NP2p1/4Qp2/4pP2/P1p5/3q2PP/1R5K b - - 1 38,f7b3 c6e7 g8f7 e7f5 g6f5 e5f5,2789,100,84,110,crushing endgame fork long master masterVsMaster,https://lichess.org/m4N3z374/black#76,,
Awgyw,5r2/2k3p1/8/1R5p/P3B3/1P1P3b/2P4P/4RrK1 w - - 9 32,e1f1 f8f1,539,103,91,596,endgame master mate mateIn1 oneMove operaMate,https://lichess.org/nPEFZSCo#63,,
uFI8W,8/8/8/3R3p/6k1/r3K1P1/5P2/8 w - - 2 50,d5d3 a3d3 e3d3 g4f3 d3c2 f3f2,1103,77,100,694,crushing endgame long rookEndgame,https://lichess.org/LkWBBF1z#99,,
eXIm2,kr3q2/pp2r3/2p3p1/Q1PpPp1p/1R1P3P/P5P1/K1P5/1R6 b - - 6 35,f8d8 a5a7 a8a7 b4a4 d8a5 a4a5,1414,95,57,53,attraction endgame long mate mateIn3 queensideAttack sacrifice,https://lichess.org/5JtiGA4e/black#70,,
ksl5n,1k4r1/p2q2b1/Pp6/2p3Q1/3p1p2/3P4/1P5B/R4RK1 w - - 1 36,g5f4 g7e5 g1h1 e5f4,1303,76,84,152,crushing discoveredAttack discoveredCheck middlegame short,https://lichess.org/0eutFk4w#71,,
E5486,r3r1k1/pp3ppp/8/3q2P1/3N4/2P1n3/PP4PP/R1Q2RK1 w - - 1 22,f1e1 d5g2,590,101,97,336,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/RDuRJT4E#43,,
MbDlr,r1b1k2r/1p1p1ppp/p1n1p3/3nP2q/4Q3/1N1B1N2/PPP3PP/R4RK1 b kq - 2 14,h5f5 e4d5 e6d5 d3f5,1737,75,88,268,advantage discoveredAttack middlegame short,https://lichess.org/Vrvz72Gu/black#28,Sicilian_Defense Sicilian_Defense_Kan_Variation,
j00X0,8/2p5/p1kpp3/6p1/6K1/5PP1/P6P/8 b - - 1 37,c6c5 h2h4 g5h4 g3h4 d6d5 h4h5,2063,81,92,3799,crushing defensiveMove endgame long pawnEndgame,https://lichess.org/HCVgL7fq/black#74,,
